@relation full_data

@attribute price numeric
@attribute retail_price numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute size_encoded numeric
@attribute price_converted numeric
@attribute color_encoded numeric
@attribute units_sold_categories {Slow,Hot,Stable}

@data
8,7,1,3.52,23,9,3,4,5,2,0,0,0,0,17,3,0,41,50,139223,3.933581,0,2,8.8,46,Slow
5.69,5,0,4.26,798,469,174,88,30,37,1,0,1,0,50,1,0,51,50,2199,4.236471,0,3,6.259,4,Stable
6,41,1,4.1,939,496,209,124,49,61,0,0,0,0,47,2,0,41,50,9926,3.949224,0,2,6.6,60,Stable
11,89,0,3.77,48,22,8,9,3,6,0,0,0,0,4,2,0,37,50,104269,4.253287,0,2,12.1,45,Slow
1.72,56,1,4,6,3,1,1,1,0,0,0,0,0,5,1,0,27,36,1338,4.09716,0,8,1.892,53,Slow
5.78,26,0,3.84,1426,659,287,219,112,149,0,0,0,0,50,2,0,37,50,3549,3.982249,0,2,6.358,60,Hot
11,10,0,4.23,1109,658,217,131,33,70,0,0,0,0,50,2,0,48,50,5781,4.274866,0,3,12.1,4,Stable
12,11,0,3.67,646,261,140,109,43,93,0,0,0,0,50,3,0,24,50,870,3.891954,0,2,13.2,60,Stable
8,42,0,3.5,409,158,67,74,41,69,0,0,0,0,50,3,0,41,50,8433,3.875963,0,2,8.8,43,Stable
1.89,2,0,3.46,39,16,8,2,4,9,0,0,0,0,1,1,0,33,50,540,4.105556,0,1,2.079,4,Slow
12,17,0,4.21,103,60,20,13,5,5,0,0,0,0,50,3,0,43,50,20478,3.910343,1,3,13.2,60,Stable
6,6,1,3.6,569,243,90,88,59,89,0,0,0,0,2,2,0,20,50,7314,3.938201,0,1,6.6,46,Hot
4,4,1,4.28,1754,1064,353,184,65,88,1,0,1,0,4,1,0,18,50,15538,4.156198,0,1,4.4,39,Stable
7,33,0,2.75,8,3,0,1,0,4,0,0,0,0,29,2,0,43,50,41623,3.917449,1,2,7.7,11,Slow
8,7,0,3.9,21,9,7,2,0,3,0,0,0,0,50,3,0,21,50,6126,4.318315,1,8,8.8,52,Slow
5,5,0,4.5,6,4,1,1,0,0,0,0,0,0,50,2,0,45,50,10600,3.867547,0,2,5.5,46,Slow
5.84,5,0,3.45,1312,491,217,228,145,231,0,0,0,0,43,1,0,48,50,32168,3.884544,0,2,6.424,25,Hot
8,13,0,3.99,2753,1428,522,385,171,247,0,0,0,0,50,3,0,44,50,33148,3.975624,0,2,8.8,25,Hot
19,21,0,4.09,1561,897,289,149,74,152,0,0,0,0,1,6,0,40,50,9116,4.092914,1,8,20.9,11,Stable
11,10,1,3.54,13,5,3,1,2,2,0,0,0,0,50,2,0,42,50,885,4.155932,1,5,12.1,4,Slow
3.85,10,0,3.33,3,1,1,0,0,1,0,0,0,0,7,1,0,25,50,7676,4.039474,0,8,4.235,52,Slow
9,48,1,4.01,135,69,25,23,10,8,0,0,0,0,50,3,0,25,50,6632,3.748794,0,3,9.9,52,Stable
8,9,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,38,50,108048,4.052504,1,8,8.8,43,Slow
11,10,0,4,221,103,59,33,7,19,0,0,0,0,6,3,0,36,50,73119,4.004267,1,3,12.1,60,Stable
6,13,1,3.85,1124,572,183,153,62,154,0,0,0,0,50,2,0,40,50,15076,4.084969,0,2,6.6,53,Hot
5,33,0,3.98,13789,6862,2836,2131,901,1059,0,0,0,0,50,1,0,41,50,366898,4.036081,0,2,5.5,43,Hot
16,14,1,4.05,82,43,18,11,2,8,0,0,0,0,50,5,0,36,50,514,4.217899,0,2,17.6,60,Slow
13,11,0,3.91,11,7,1,0,1,2,0,0,0,0,50,3,0,28,50,38,3.473684,0,8,14.3,69,Slow
9,34,1,3.14,28,8,6,3,4,7,0,0,0,0,50,3,0,40,50,1472,3.534647,0,1,9.9,39,Slow
7,6,1,3.64,11,4,4,0,1,2,0,0,0,0,50,2,0,104,50,855,4.264327,0,8,7.7,46,Slow
6,6,0,3.96,4082,2138,667,637,255,385,0,0,0,0,50,2,0,40,50,45964,3.998651,0,2,6.6,60,Hot
8,7,1,3.71,903,378,190,143,80,112,0,0,0,0,50,2,0,35,50,12974,3.965701,0,2,8.8,20,Hot
4.7,17,1,4,10,4,3,2,1,0,0,0,0,0,3,1,0,43,50,80093,4.006692,0,1,5.17,11,Slow
4,4,1,3.45,1412,504,299,211,129,269,0,0,0,0,46,1,0,45,50,21412,4.149262,0,8,4.4,60,Hot
8,7,1,3.57,309,111,64,63,33,38,0,0,0,0,50,2,0,41,50,5365,3.945946,0,2,8.8,60,Stable
16,59,1,3.5,222,81,44,42,14,41,0,0,0,0,50,4,0,43,50,3743,3.897141,0,8,17.6,4,Stable
11,10,0,3.29,38,13,5,8,4,8,0,0,0,0,50,3,0,80,50,168,3.732143,0,8,12.1,11,Slow
5.77,5,0,3.85,2892,1352,574,443,227,296,0,0,0,0,50,2,0,43,50,19735,3.97507,0,2,6.347,4,Hot
8,84,0,4.19,3679,2077,783,446,192,181,1,0,1,0,50,3,0,37,50,80713,4.187814,0,3,8.8,4,Hot
14,13,0,4.5,113,82,17,7,3,4,1,0,1,0,50,3,0,40,50,7627,4.047725,0,2,15.4,25,Slow
6,26,0,3.25,12,2,2,6,1,1,0,0,0,0,50,2,0,40,50,99,3.646465,0,1,6.6,4,Slow
13,11,1,4,4,3,0,0,0,1,0,0,0,0,29,3,0,42,50,45151,4.032956,0,2,14.3,69,Slow
11,50,0,4.22,2878,1646,632,324,126,150,1,0,1,0,50,3,0,43,50,36361,3.96752,0,3,12.1,60,Hot
4,4,0,3.39,783,268,129,155,102,129,0,0,0,0,7,1,0,48,50,32168,3.884544,0,2,4.4,46,Stable
5.77,16,0,3.72,687,281,151,114,61,80,0,0,0,0,50,2,0,44,50,6570,4.220091,0,4,6.347,4,Stable
9,50,0,4.17,2440,1415,448,305,116,156,0,0,0,0,50,3,0,41,50,15106,4.007149,0,3,9.9,4,Hot
11,16,1,3.75,1586,716,284,260,118,208,0,0,0,0,50,2,0,42,50,120781,4.1524,1,1,12.1,4,Hot
9,22,1,4.24,131,79,25,14,6,7,0,0,0,0,7,3,0,51,50,4516,4.231842,0,2,9.9,25,Stable
5.81,34,1,3.54,54,19,8,17,3,7,0,0,0,0,2,2,0,43,50,80093,4.006692,0,1,6.391,53,Stable
11,59,0,3.66,56,20,14,10,7,5,0,0,0,0,50,3,0,54,50,4811,4.194554,0,3,12.1,67,Slow
11,10,0,3.69,2160,985,356,320,156,343,0,0,0,0,50,2,0,37,50,5281,4.023291,1,2,12.1,53,Hot
8,7,1,3.53,876,355,168,112,70,171,0,0,0,0,50,3,0,42,50,2510,3.903586,0,8,8.8,11,Stable
11,10,0,3.65,2422,1056,419,375,190,382,0,0,0,0,50,3,0,46,50,78616,4.310433,0,2,12.1,60,Hot
6,6,0,4.07,844,440,187,114,44,59,0,0,0,0,50,2,0,24,50,10474,3.908535,0,1,6.6,60,Stable
5,6,0,4.07,824,441,165,112,43,63,0,0,0,0,50,1,0,41,50,32778,4.048356,0,2,5.5,22,Stable
6,6,1,3.92,609,306,112,88,41,62,0,0,0,0,50,2,0,38,50,1411,3.923459,0,1,6.6,52,Stable
8,7,1,4.02,1061,536,212,180,63,70,0,0,0,0,50,2,0,43,50,42919,4.105967,0,2,8.8,4,Stable
13,26,0,4.06,113,65,16,15,8,9,0,0,0,0,50,3,0,35,50,3682,4.463064,0,8,14.3,58,Slow
11,10,0,3.73,22,9,5,4,1,3,0,0,0,0,5,3,0,68,50,1746,4.024055,0,8,12.1,69,Slow
5.65,25,0,3.65,418,180,74,65,36,63,0,0,0,0,50,1,0,43,50,23465,4.017601,1,8,6.215,52,Hot
8,16,0,4.04,1589,770,391,248,77,103,0,0,0,0,9,2,0,43,50,3665,4.19427,0,2,8.8,60,Hot
3,3,1,4.29,58,36,13,3,2,4,1,0,1,0,5,1,0,34,50,1050,3.88381,0,2,3.3,4,Slow
8,7,0,3.88,8,5,1,0,0,2,0,0,0,0,1,2,0,25,50,334,3.736527,0,1,8.8,69,Slow
13,14,0,3.74,1938,870,366,287,159,256,0,0,0,0,50,3,0,18,50,5466,3.94109,0,2,14.3,11,Hot
11,88,0,4.1,1514,819,323,188,71,113,0,0,0,0,25,3,0,35,50,35751,4.022153,1,2,12.1,69,Stable
7,22,0,3.5,4,1,1,1,1,0,0,0,0,0,3,2,0,37,50,1531,3.760287,0,1,7.7,46,Slow
5,5,0,3.97,538,287,90,69,41,51,0,0,0,0,6,2,0,29,50,6876,3.775451,0,1,5.5,60,Stable
6,6,0,3.84,309,146,53,51,32,27,0,0,0,0,50,2,0,39,50,24564,3.92888,0,6,6.6,4,Stable
3,3,1,4.12,2826,1573,546,374,147,186,0,0,0,0,6,1,0,49,50,55670,4.121484,1,2,3.3,52,Hot
12,26,0,4.16,663,385,119,84,28,47,0,0,0,0,50,3,0,43,50,18029,4.100616,0,2,13.2,60,Stable
11,10,1,3.09,22,5,5,4,3,5,0,0,0,0,50,3,0,38,50,16487,3.967611,0,2,12.1,4,Slow
8,118,0,3.85,2519,1158,545,370,181,265,0,0,0,0,50,2,0,43,50,23485,4.024697,0,2,8.8,61,Hot
6,6,0,3.07,55,17,6,11,6,15,0,0,0,0,1,2,0,27,50,23161,3.930573,0,1,6.6,4,Slow
9,57,0,3.63,146,61,32,15,14,24,0,0,0,0,50,3,0,71,50,14442,4.143055,0,2,9.9,4,Stable
8,7,0,3.6,141,64,22,19,7,29,0,0,0,0,50,3,0,24,50,3771,3.881464,0,2,8.8,46,Stable
5,5,0,5,2,2,0,0,0,0,0,0,0,0,13,2,0,41,50,5316,4.224605,0,4,5.5,4,Slow
8,7,0,3.71,7,4,0,1,1,1,0,0,0,0,5,2,0,23,50,211,3.545024,0,1,8.8,25,Slow
9,8,1,3.94,4304,2089,901,650,287,377,0,0,0,0,50,3,0,41,50,18877,4.079886,0,3,9.9,60,Hot
8,7,1,3.32,1061,351,192,184,110,224,0,0,0,0,30,3,0,28,50,88193,4.080891,1,3,8.8,52,Hot
4.81,5,1,5,0,0,0,0,0,0,0,0,0,0,5,1,0,47,50,6,4.333333,0,1,5.291,69,Slow
14,104,1,3.44,71,20,17,19,4,11,0,0,0,0,50,4,0,31,50,151,3.761589,0,2,15.4,43,Slow
8,26,0,5,13,13,0,0,0,0,0,0,0,0,50,2,0,33,50,138,3.65942,0,2,8.8,69,Slow
7,81,1,3.57,23,10,2,5,3,3,0,0,0,0,30,2,0,43,50,7602,3.856617,1,1,7.7,24,Slow
3,3,0,3.67,12,4,3,3,1,1,0,0,0,0,2,1,0,40,50,38100,4.29147,0,8,3.3,60,Slow
8,8,0,3.63,187,80,33,31,11,32,0,0,0,0,50,3,0,38,50,1761,4.089722,0,2,8.8,60,Stable
8,10,0,3.5,6,3,0,1,1,1,0,0,0,0,5,2,0,20,50,117,3.786325,0,1,8.8,69,Slow
12,11,0,3.34,887,305,161,140,97,184,0,0,0,0,50,3,0,14,50,1021,3.681685,1,2,13.2,11,Stable
11,22,1,2.71,24,6,2,5,1,10,2,1,0,1,1,2,0,43,50,746,4.018767,0,8,12.1,4,Slow
8,7,1,3,11,3,1,3,1,3,0,0,0,0,50,2,0,35,50,5768,4.484397,0,2,8.8,60,Slow
8,7,0,4.39,111,77,14,10,6,4,1,0,1,0,50,3,0,38,50,1290,4.212403,0,2,8.8,37,Slow
6,30,0,3.53,325,130,61,48,24,62,0,0,0,0,50,2,0,41,50,383,3.793734,0,2,6.6,11,Stable
11,26,0,4.25,12,8,2,0,1,1,0,0,0,0,50,2,0,70,50,874,4.05492,1,8,12.1,37,Slow
8,7,1,3.86,28,14,4,5,2,3,0,0,0,0,2,3,0,28,50,889,4.390326,0,1,8.8,53,Slow
8,7,0,3.58,605,210,144,117,56,78,0,0,0,0,24,2,0,36,50,21226,4.014181,0,2,8.8,60,Stable
9,9,1,3.74,2148,822,539,410,169,208,0,0,0,0,50,3,0,44,50,246312,4.203725,0,2,9.9,60,Hot
14,12,0,5,1,1,0,0,0,0,0,0,0,0,5,3,0,41,50,9217,4.17305,0,8,15.4,46,Slow
13,11,1,3.88,1224,569,278,175,67,135,0,0,0,0,34,3,0,19,50,56745,3.981073,0,5,14.3,53,Stable
4.84,5,1,4.09,57,30,12,10,0,5,0,0,0,0,2,1,0,43,50,16099,3.951488,1,1,5.324,60,Slow
5,5,0,4.11,94,54,16,13,2,9,0,0,0,0,50,2,0,43,50,10436,4.044845,0,4,5.5,52,Stable
14,89,1,3.43,647,227,134,98,64,124,0,0,0,0,9,3,0,40,50,5985,4.231746,0,2,15.4,45,Stable
3,60,1,3.57,28,12,6,2,2,6,1,0,0,1,1,1,0,27,50,1500,3.952,0,8,3.3,25,Slow
7,6,0,3.35,1786,660,264,301,162,399,0,0,0,0,4,2,0,47,50,3566,3.732473,0,2,7.7,46,Hot
5,5,0,3.93,7088,3367,1510,1148,469,594,0,0,0,0,50,1,0,29,50,11481,4.095288,0,2,5.5,11,Hot
9,8,0,4.07,27,14,8,1,1,3,0,0,0,0,50,3,0,22,50,34975,4.336583,0,3,9.9,69,Slow
9,8,1,4.22,237,138,50,26,9,14,0,0,0,0,50,3,0,138,50,96838,4.264659,0,3,9.9,4,Stable
8,11,0,4.13,127,70,30,10,7,10,0,0,0,0,50,3,0,15,50,173,4.306358,0,2,8.8,43,Stable
11,10,0,2,1,0,0,0,1,0,0,0,0,0,50,3,0,19,50,21307,3.999061,0,2,12.1,69,Slow
19,17,0,3.77,1163,559,212,135,77,180,1,1,0,0,2,5,0,27,50,15173,3.959995,0,8,20.9,57,Stable
8,25,0,3.65,2324,1009,401,358,212,344,0,0,0,0,50,3,0,39,50,30292,4.227585,1,2,8.8,69,Hot
7,6,0,3.91,1797,885,366,230,139,177,0,0,0,0,50,2,0,32,50,9938,4.124874,0,2,7.7,53,Hot
12,11,0,3.11,434,146,58,59,38,133,0,0,0,0,3,3,0,29,50,6876,3.775451,0,1,13.2,46,Stable
7,6,0,3.19,245,77,44,39,19,66,0,0,0,0,50,2,0,43,50,9341,4.012954,1,3,7.7,2,Stable
8,17,1,3.93,426,216,77,60,34,39,0,0,0,0,50,2,0,41,50,5807,3.984157,0,3,8.8,4,Stable
8,7,1,5,0,0,0,0,0,0,0,0,0,0,50,3,0,10,50,27175,3.966035,0,3,8.8,25,Slow
11,10,0,4.32,3648,2418,548,327,126,229,1,0,1,0,1,2,0,39,1,4448,4.292266,0,5,12.1,4,Hot
11,30,0,5,0,0,0,0,0,0,0,0,0,0,10,2,0,33,50,1380,4.007246,0,1,12.1,2,Slow
3.7,47,1,3.18,11,4,1,1,3,2,0,0,0,0,9,1,0,38,50,359,3.409471,0,8,4.07,46,Slow
14,12,1,3.75,1892,780,431,317,147,217,0,0,0,0,48,3,0,37,50,16447,4.030461,0,3,15.4,4,Stable
11,10,1,4.26,1273,735,295,134,55,54,1,0,1,0,50,2,0,38,50,67171,4.102321,0,1,12.1,37,Stable
18,16,1,3.63,477,181,112,75,43,66,1,0,0,1,50,5,0,27,50,2116,4.14603,0,8,19.8,69,Stable
12,118,1,4.29,4266,2611,850,449,145,211,1,0,1,0,50,3,0,38,50,165915,4.256077,0,2,13.2,4,Hot
14,43,1,4.05,167,93,32,18,5,19,0,0,0,0,50,3,0,43,50,22711,3.872044,0,2,15.4,37,Stable
8,75,0,4.33,3,1,2,0,0,0,0,0,0,0,50,3,0,41,50,4773,4.002933,0,2,8.8,4,Slow
1.77,2,1,4.03,510,267,103,67,35,38,0,0,0,0,50,1,0,45,50,783,4.237548,0,8,1.947,60,Hot
3.73,9,0,4.14,856,475,171,112,49,49,0,0,0,0,50,1,0,44,50,2293,4.145661,0,2,4.103,25,Stable
8,22,0,3.92,12,7,1,2,0,2,0,0,0,0,47,2,0,43,50,65189,4.04964,0,2,8.8,4,Slow
18,27,1,4.09,1903,994,449,234,85,141,0,0,0,0,50,5,0,42,50,15855,4.052917,0,3,19.8,11,Stable
4,4,1,4.07,46,23,12,6,1,4,0,0,0,0,50,1,0,48,50,32168,3.884544,0,2,4.4,69,Slow
5.68,7,0,3.89,1232,588,250,188,81,125,0,0,0,0,50,1,0,41,50,7544,4.05448,0,8,6.248,11,Hot
1.75,6,1,3,2,0,1,0,1,0,0,0,0,0,1,1,0,35,50,2782,4.069015,0,8,1.925,4,Slow
14,84,1,4.13,60,35,10,7,4,4,0,0,0,0,2,3,0,43,50,849,3.707892,0,8,15.4,60,Slow
8,7,1,2.75,127,29,17,19,17,45,0,0,0,0,5,3,0,25,50,9470,3.956811,0,8,8.8,53,Stable
6,9,0,4.04,2211,1123,468,354,117,149,0,0,0,0,50,2,0,41,50,55089,4.032947,1,2,6.6,46,Hot
5.89,5,0,3.25,392,127,65,69,40,91,0,0,0,0,2,2,0,24,50,4295,3.849593,0,1,6.479,53,Stable
5,5,1,3.77,435,191,87,69,41,47,0,0,0,0,50,1,0,39,50,3883,4.288179,0,3,5.5,60,Stable
2.71,3,0,4.03,7022,3502,1523,1145,416,436,0,0,0,0,50,1,0,38,50,151249,4.049157,0,2,2.981,25,Hot
11,10,0,5,3,3,0,0,0,0,0,0,0,0,3,2,0,42,50,299,4.247492,0,8,12.1,11,Slow
16,14,0,4.1,10,6,1,2,0,1,0,0,0,0,50,4,0,44,50,16803,4.155032,0,2,17.6,11,Slow
7,26,0,4.01,542,283,111,69,29,50,0,0,0,0,50,2,0,37,50,8242,4.216695,0,2,7.7,60,Stable
4,4,1,1,1,0,0,0,0,1,0,0,0,0,20,1,0,44,50,254,3.515748,0,1,4.4,11,Slow
6,6,1,3.13,8,3,1,1,0,3,0,0,0,0,50,2,0,41,50,18877,4.079886,0,2,6.6,46,Slow
8,17,0,5,0,0,0,0,0,0,0,0,0,0,50,3,0,48,50,8,3.625,0,2,8.8,60,Slow
4,4,1,4.24,41,25,6,7,1,2,1,0,1,0,50,1,0,50,50,3053,3.8585,0,2,4.4,67,Slow
11,20,0,3.92,2841,1352,636,397,185,271,0,0,0,0,16,3,0,41,50,12371,3.871635,0,2,12.1,11,Hot
12,59,0,3.47,371,137,64,69,40,61,0,0,0,0,50,3,0,41,50,3592,4.062361,0,2,13.2,60,Stable
11,11,0,2.99,228,59,38,36,32,63,0,0,0,0,50,2,0,17,50,5264,4.032865,0,2,12.1,67,Stable
1.91,2,0,4.05,697,385,125,81,48,58,0,0,0,0,2,1,0,22,50,2399,4.105461,0,1,2.101,11,Hot
5.7,58,0,3.45,8164,2936,1396,1547,970,1315,0,0,0,0,50,1,0,45,50,96276,4.096234,0,5,6.27,4,Hot
8,17,0,4.47,907,601,187,84,16,19,1,0,1,0,50,2,0,40,50,1963,4.397351,0,2,8.8,4,Stable
9,8,0,3.58,81,29,20,13,7,12,0,0,0,0,50,3,0,43,50,13814,3.856884,0,2,9.9,52,Stable
5.72,9,0,2.5,4,1,0,0,2,1,0,0,0,0,5,1,0,33,50,1373,3.89949,0,1,6.292,25,Slow
2,10,0,3.2,10,3,1,3,1,2,0,0,0,0,1,1,0,41,50,8225,3.990638,0,8,2.2,60,Slow
9,9,0,4.16,129,81,19,12,3,14,0,0,0,0,50,3,0,43,50,16527,3.940159,0,2,9.9,52,Stable
15,13,0,4,4,2,1,0,1,0,0,0,0,0,50,4,0,42,50,331,4.021148,0,2,16.5,60,Slow
20,17,0,4.17,12,7,2,2,0,1,0,0,0,0,50,6,0,36,50,26,3.923077,0,2,22,53,Slow
6,9,1,3.67,304,126,66,44,23,45,0,0,0,0,50,2,0,42,50,3300,4.024242,0,2,6.6,60,Stable
3,3,1,3.08,109,26,25,17,14,27,0,0,0,0,1,1,0,38,50,7936,3.964592,0,8,3.3,4,Stable
9,10,0,4.15,2587,1511,479,275,115,207,0,0,0,0,50,3,0,31,50,5808,4.30699,0,1,9.9,53,Hot
8,8,1,3.98,1612,777,367,241,112,115,0,0,0,0,50,3,0,42,50,35262,3.939482,0,2,8.8,4,Hot
12,75,1,2.82,28,7,3,6,2,10,0,0,0,0,1,3,0,38,50,29,3.034483,0,1,13.2,64,Slow
11,13,1,3.8,5,2,2,0,0,1,0,0,0,0,10,2,0,41,50,23832,4.020435,0,5,12.1,11,Slow
9,22,1,3.3,10,2,2,4,1,1,0,0,0,0,50,3,0,43,50,16099,3.951488,1,2,9.9,60,Slow
7,6,0,4.33,144,91,28,15,2,8,1,0,1,0,50,2,0,34,50,10963,4.323908,0,3,7.7,60,Stable
5.92,9,1,3.71,17,7,3,4,1,2,0,0,0,0,18,1,0,43,50,5106,4.212887,0,1,6.512,11,Slow
8,48,0,4.34,794,500,152,86,26,30,1,0,1,0,50,2,0,9,50,3403,4.337349,0,1,8.8,11,Stable
11,134,1,3.54,28,7,11,4,2,4,0,0,0,0,50,3,0,46,50,1926,4.071651,0,2,12.1,4,Slow
8,7,1,3.62,2069,884,343,331,184,327,0,0,0,0,50,3,0,38,50,12006,3.901216,0,8,8.8,4,Hot
15,115,1,3.94,6735,3278,1411,998,431,617,0,0,0,0,2,4,0,38,50,165915,4.256077,0,3,16.5,60,Hot
8,7,1,3.59,2189,917,374,331,223,344,0,0,0,0,38,2,0,23,50,12309,4.04517,1,3,8.8,3,Hot
1.68,2,1,3.95,238,129,42,27,7,33,0,0,0,0,1,1,0,23,50,12309,4.04517,1,8,1.848,53,Stable
24,59,1,4.21,762,461,150,64,24,63,0,0,0,0,50,6,0,26,50,4084,4.308276,0,8,26.4,3,Stable
5.65,26,0,3.67,33,14,7,4,3,5,0,0,0,0,50,1,0,32,50,3028,4.299207,0,8,6.215,11,Slow
13,11,0,4.35,26,18,4,1,1,2,1,0,1,0,50,3,0,139,50,21,4.047619,0,1,14.3,50,Slow
16,106,0,4.07,76,38,21,5,8,4,0,0,0,0,50,5,0,40,50,15551,4.233683,0,3,17.6,60,Slow
5.83,5,0,4.36,22,13,5,3,1,0,0,0,0,0,3,1,0,24,50,17471,3.952836,0,1,6.413,69,Slow
7,7,0,3.32,579,190,108,94,70,117,0,0,0,0,50,2,0,31,50,4213,4.058391,0,1,7.7,4,Stable
8,27,1,3.98,921,447,203,145,62,64,0,0,0,0,1,3,0,43,50,41906,4.216413,0,2,8.8,4,Stable
5.65,9,0,4.23,1002,590,195,124,41,52,0,0,0,0,50,2,0,20,50,5534,4.088905,0,4,6.215,67,Stable
1.8,2,1,3.68,76,35,10,13,8,10,0,0,0,0,4,1,0,20,50,4230,4.041371,0,1,1.98,30,Stable
7,6,1,3,22,5,3,7,1,6,0,0,0,0,50,2,0,41,50,3060,3.934967,0,6,7.7,4,Slow
9,108,0,4.06,252,136,52,31,10,23,0,0,0,0,50,3,0,42,50,5934,3.849511,0,2,9.9,4,Stable
12,11,0,3.49,201,73,44,29,18,37,0,0,0,0,50,3,0,139,50,779,3.776637,0,3,13.2,11,Stable
8,7,0,3.84,132,56,34,20,9,13,0,0,0,0,50,2,0,31,50,2055,3.837956,1,2,8.8,60,Stable
11,10,1,3.74,54,23,11,10,3,7,0,0,0,0,50,3,0,41,50,73271,3.954443,1,1,12.1,4,Stable
8,7,0,3.54,2006,748,417,331,194,316,0,0,0,0,50,3,0,31,50,13946,4.000143,0,1,8.8,60,Hot
7,6,0,4,6,3,1,1,1,0,0,0,0,0,7,2,0,24,50,1559,4.039128,0,1,7.7,3,Slow
6,13,0,3.51,79,26,17,18,7,11,0,0,0,0,50,2,0,43,50,13979,3.870735,1,2,6.6,46,Stable
6,22,1,4.19,201,108,50,27,6,10,0,0,0,0,3,2,0,55,50,3439,4.417272,0,8,6.6,11,Stable
13,25,1,3.42,79,29,16,10,7,17,0,0,0,0,50,3,0,41,50,27764,3.950403,1,2,14.3,56,Slow
7,50,1,4.08,408,212,89,56,29,22,0,0,0,0,50,2,0,41,50,12763,3.967484,0,2,7.7,4,Stable
13,11,1,3.5,64,28,7,9,9,11,0,0,0,0,10,3,0,30,50,12919,4.02446,0,2,14.3,53,Stable
12,14,0,3.88,8,2,4,1,1,0,0,0,0,0,50,3,0,22,50,52,3.884615,0,2,13.2,4,Slow
5.71,13,1,4.23,317,194,59,29,13,22,1,0,1,0,50,1,0,38,50,3709,4.242653,0,2,6.281,53,Stable
11,51,1,3,4,1,1,0,1,1,0,0,0,0,50,2,0,43,50,17222,4.001277,1,2,12.1,60,Slow
3.79,49,0,3.93,8412,4299,1527,1177,527,882,0,0,0,0,2,1,0,8,50,56999,4.046825,0,1,4.169,53,Hot
8,10,0,3.39,18,5,6,1,3,3,0,0,0,0,3,2,0,23,50,290,3.682759,0,1,8.8,39,Slow
2,3,0,4.09,6689,3566,1389,942,352,440,0,0,0,0,50,1,0,38,50,151249,4.049157,0,2,2.2,60,Hot
6,22,0,3.74,518,240,89,77,37,75,0,0,0,0,50,2,0,38,50,4233,4.016773,0,2,6.6,69,Stable
6,6,0,4.2,15,9,2,3,0,1,0,0,0,0,5,2,0,20,50,144,3.722222,0,1,6.6,62,Slow
13,11,0,3.75,4,1,1,2,0,0,0,0,0,0,35,3,0,43,50,18029,4.100616,0,1,14.3,67,Slow
8,25,1,4.25,220,136,35,28,9,12,0,0,0,0,50,3,0,43,50,4072,3.900295,0,3,8.8,46,Stable
7,6,0,5,0,0,0,0,0,0,0,0,0,0,50,2,0,140,50,0,5,0,1,7.7,3,Slow
11,10,0,4.05,654,340,129,106,35,44,0,0,0,0,14,3,0,54,50,8117,4.064925,0,3,12.1,4,Stable
11,152,0,3.91,808,381,180,110,68,69,0,0,0,0,50,2,0,43,50,87178,3.90836,0,1,12.1,11,Stable
8,7,1,3.8,757,360,132,116,55,94,0,0,0,0,50,3,0,44,50,246312,4.203725,0,2,8.8,25,Stable
1.65,2,1,3.67,191,89,26,31,14,31,0,0,0,0,1,1,0,38,50,5654,3.95879,0,8,1.815,60,Stable
8,22,0,3.7,904,395,177,135,64,133,0,0,0,0,50,3,0,43,50,6651,4.084799,0,2,8.8,4,Hot
12,11,1,3.76,899,390,198,130,65,116,0,0,0,0,20,3,0,43,50,1990,4.046734,0,2,13.2,60,Stable
9,8,1,3.84,1982,938,384,292,136,232,0,0,0,0,50,3,0,30,50,66644,4.137582,1,3,9.9,60,Hot
8,7,0,3.33,3216,1138,523,521,324,710,0,0,0,0,50,2,0,43,50,54504,3.801684,1,3,8.8,4,Hot
11,50,1,3,9,2,1,3,1,2,0,0,0,0,50,3,0,36,50,17,2.941176,0,2,12.1,4,Slow
11,10,0,4.29,410,247,89,40,15,19,0,0,0,0,50,2,0,21,50,1733,3.84247,0,1,12.1,11,Stable
9,8,0,3.75,429,185,83,81,30,50,0,0,0,0,50,3,0,41,50,1029,3.821186,0,2,9.9,53,Stable
7,13,0,3.12,567,170,89,91,72,145,0,0,0,0,50,2,0,42,50,5934,3.849511,0,3,7.7,2,Hot
6,6,0,3.93,41,20,7,9,1,4,0,0,0,0,50,2,0,38,50,151249,4.049157,0,2,6.6,4,Slow
7,14,0,4.24,50,29,12,4,2,3,0,0,0,0,50,2,0,43,50,1160,4.143966,0,4,7.7,53,Slow
11,106,1,3.92,10150,4974,2091,1409,655,1021,1,0,0,1,12,3,0,45,50,25093,4.068665,1,2,12.1,60,Hot
11,85,1,4.08,454,231,118,49,21,35,0,0,0,0,50,3,0,40,50,895,4.334078,0,2,12.1,24,Stable
