@relation categorized_units_sold_final

@attribute price numeric
@attribute retail_price numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute size_encoded numeric
@attribute price_converted numeric
@attribute color_encoded numeric
@attribute rating_five_proportion numeric
@attribute rating_four_proportion numeric
@attribute rating_three_proportion numeric
@attribute rating_two_proportion numeric
@attribute rating_one_proportion numeric
@attribute units_sold_categories {Slow,Hot,Stable}

@data
7,26,0,4.01,0,0,0,0,50,2,0,37,50,8242,4.216695,0,2,7.7,60,0.52214,0.204797,0.127306,0.053506,0.092251,Stable
4,4,1,1,0,0,0,0,20,1,0,44,50,254,3.515748,0,1,4.4,11,0,0,0,0,1,Slow
6,6,1,3.13,0,0,0,0,50,2,0,41,50,18877,4.079886,0,2,6.6,46,0.375,0.125,0.125,0,0.375,Slow
8,17,0,5,0,0,0,0,50,3,0,48,50,8,3.625,0,2,8.8,60,?,?,?,?,?,Slow
4,4,1,4.24,1,0,1,0,50,1,0,50,50,3053,3.8585,0,2,4.4,67,0.609756,0.146341,0.170732,0.02439,0.04878,Slow
11,20,0,3.92,0,0,0,0,16,3,0,41,50,12371,3.871635,0,2,12.1,11,0.475889,0.223865,0.13974,0.065118,0.095389,Hot
12,59,0,3.47,0,0,0,0,50,3,0,41,50,3592,4.062361,0,2,13.2,60,0.369272,0.172507,0.185984,0.107817,0.16442,Stable
11,11,0,2.99,0,0,0,0,50,2,0,17,50,5264,4.032865,0,2,12.1,67,0.258772,0.166667,0.157895,0.140351,0.276316,Stable
1.91,2,0,4.05,0,0,0,0,2,1,0,22,50,2399,4.105461,0,1,2.101,11,0.552367,0.17934,0.116212,0.068867,0.083214,Hot
5.7,58,0,3.45,0,0,0,0,50,1,0,45,50,96276,4.096234,0,5,6.27,4,0.359628,0.170995,0.18949,0.118814,0.161073,Hot
8,17,0,4.47,1,0,1,0,50,2,0,40,50,1963,4.397351,0,2,8.8,4,0.662624,0.206174,0.092613,0.017641,0.020948,Stable
9,8,0,3.58,0,0,0,0,50,3,0,43,50,13814,3.856884,0,2,9.9,52,0.358025,0.246914,0.160494,0.08642,0.148148,Stable
5.72,9,0,2.5,0,0,0,0,5,1,0,33,50,1373,3.89949,0,1,6.292,25,0.25,0,0,0.5,0.25,Slow
2,10,0,3.2,0,0,0,0,1,1,0,41,50,8225,3.990638,0,8,2.2,60,0.3,0.1,0.3,0.1,0.2,Slow
9,9,0,4.16,0,0,0,0,50,3,0,43,50,16527,3.940159,0,2,9.9,52,0.627907,0.147287,0.093023,0.023256,0.108527,Stable
15,13,0,4,0,0,0,0,50,4,0,42,50,331,4.021148,0,2,16.5,60,0.5,0.25,0,0.25,0,Slow
20,17,0,4.17,0,0,0,0,50,6,0,36,50,26,3.923077,0,2,22,53,0.583333,0.166667,0.166667,0,0.083333,Slow
6,9,1,3.67,0,0,0,0,50,2,0,42,50,3300,4.024242,0,2,6.6,60,0.414474,0.217105,0.144737,0.075658,0.148026,Stable
3,3,1,3.08,0,0,0,0,1,1,0,38,50,7936,3.964592,0,8,3.3,4,0.238532,0.229358,0.155963,0.12844,0.247706,Stable
9,10,0,4.15,0,0,0,0,50,3,0,31,50,5808,4.30699,0,1,9.9,53,0.584074,0.185157,0.106301,0.044453,0.080015,Hot
8,8,1,3.98,0,0,0,0,50,3,0,42,50,35262,3.939482,0,2,8.8,4,0.48201,0.227667,0.149504,0.069479,0.07134,Hot
12,75,1,2.82,0,0,0,0,1,3,0,38,50,29,3.034483,0,1,13.2,64,0.25,0.107143,0.214286,0.071429,0.357143,Slow
11,13,1,3.8,0,0,0,0,10,2,0,41,50,23832,4.020435,0,5,12.1,11,0.4,0.4,0,0,0.2,Slow
9,22,1,3.3,0,0,0,0,50,3,0,43,50,16099,3.951488,1,2,9.9,60,0.2,0.2,0.4,0.1,0.1,Slow
7,6,0,4.33,1,0,1,0,50,2,0,34,50,10963,4.323908,0,3,7.7,60,0.631944,0.194444,0.104167,0.013889,0.055556,Stable
5.92,9,1,3.71,0,0,0,0,18,1,0,43,50,5106,4.212887,0,1,6.512,11,0.411765,0.176471,0.235294,0.058824,0.117647,Slow
8,48,0,4.34,1,0,1,0,50,2,0,9,50,3403,4.337349,0,1,8.8,11,0.629723,0.191436,0.108312,0.032746,0.037783,Stable
11,134,1,3.54,0,0,0,0,50,3,0,46,50,1926,4.071651,0,2,12.1,4,0.25,0.392857,0.142857,0.071429,0.142857,Slow
8,7,1,3.62,0,0,0,0,50,3,0,38,50,12006,3.901216,0,8,8.8,4,0.42726,0.165781,0.159981,0.088932,0.158047,Hot
15,115,1,3.94,0,0,0,0,2,4,0,38,50,165915,4.256077,0,3,16.5,60,0.486711,0.209503,0.148181,0.063994,0.091611,Hot
8,7,1,3.59,0,0,0,0,38,2,0,23,50,12309,4.04517,1,3,8.8,3,0.418913,0.170854,0.151211,0.101873,0.157149,Hot
1.68,2,1,3.95,0,0,0,0,1,1,0,23,50,12309,4.04517,1,8,1.848,53,0.542017,0.176471,0.113445,0.029412,0.138655,Stable
24,59,1,4.21,0,0,0,0,50,6,0,26,50,4084,4.308276,0,8,26.4,3,0.604987,0.19685,0.08399,0.031496,0.082677,Stable
5.65,26,0,3.67,0,0,0,0,50,1,0,32,50,3028,4.299207,0,8,6.215,11,0.424242,0.212121,0.121212,0.090909,0.151515,Slow
13,11,0,4.35,1,0,1,0,50,3,0,139,50,21,4.047619,0,1,14.3,50,0.692308,0.153846,0.038462,0.038462,0.076923,Slow
16,106,0,4.07,0,0,0,0,50,5,0,40,50,15551,4.233683,0,3,17.6,60,0.5,0.276316,0.065789,0.105263,0.052632,Slow
5.83,5,0,4.36,0,0,0,0,3,1,0,24,50,17471,3.952836,0,1,6.413,69,0.590909,0.227273,0.136364,0.045455,0,Slow
7,7,0,3.32,0,0,0,0,50,2,0,31,50,4213,4.058391,0,1,7.7,4,0.328152,0.186528,0.162349,0.120898,0.202073,Stable
8,27,1,3.98,0,0,0,0,1,3,0,43,50,41906,4.216413,0,2,8.8,4,0.485342,0.220413,0.157438,0.067318,0.06949,Stable
5.65,9,0,4.23,0,0,0,0,50,2,0,20,50,5534,4.088905,0,4,6.215,67,0.588822,0.194611,0.123752,0.040918,0.051896,Stable
1.8,2,1,3.68,0,0,0,0,4,1,0,20,50,4230,4.041371,0,1,1.98,30,0.460526,0.131579,0.171053,0.105263,0.131579,Stable
7,6,1,3,0,0,0,0,50,2,0,41,50,3060,3.934967,0,6,7.7,4,0.227273,0.136364,0.318182,0.045455,0.272727,Slow
9,108,0,4.06,0,0,0,0,50,3,0,42,50,5934,3.849511,0,2,9.9,4,0.539683,0.206349,0.123016,0.039683,0.09127,Stable
12,11,0,3.49,0,0,0,0,50,3,0,139,50,779,3.776637,0,3,13.2,11,0.363184,0.218905,0.144279,0.089552,0.18408,Stable
8,7,0,3.84,0,0,0,0,50,2,0,31,50,2055,3.837956,1,2,8.8,60,0.424242,0.257576,0.151515,0.068182,0.098485,Stable
11,10,1,3.74,0,0,0,0,50,3,0,41,50,73271,3.954443,1,1,12.1,4,0.425926,0.203704,0.185185,0.055556,0.12963,Stable
8,7,0,3.54,0,0,0,0,50,3,0,31,50,13946,4.000143,0,1,8.8,60,0.372881,0.207876,0.165005,0.09671,0.157527,Hot
7,6,0,4,0,0,0,0,7,2,0,24,50,1559,4.039128,0,1,7.7,3,0.5,0.166667,0.166667,0.166667,0,Slow
6,13,0,3.51,0,0,0,0,50,2,0,43,50,13979,3.870735,1,2,6.6,46,0.329114,0.21519,0.227848,0.088608,0.139241,Stable
6,22,1,4.19,0,0,0,0,3,2,0,55,50,3439,4.417272,0,8,6.6,11,0.537313,0.248756,0.134328,0.029851,0.049751,Stable
13,25,1,3.42,0,0,0,0,50,3,0,41,50,27764,3.950403,1,2,14.3,56,0.367089,0.202532,0.126582,0.088608,0.21519,Slow
7,50,1,4.08,0,0,0,0,50,2,0,41,50,12763,3.967484,0,2,7.7,4,0.519608,0.218137,0.137255,0.071078,0.053922,Stable
13,11,1,3.5,0,0,0,0,10,3,0,30,50,12919,4.02446,0,2,14.3,53,0.4375,0.109375,0.140625,0.140625,0.171875,Stable
12,14,0,3.88,0,0,0,0,50,3,0,22,50,52,3.884615,0,2,13.2,4,0.25,0.5,0.125,0.125,0,Slow
5.71,13,1,4.23,1,0,1,0,50,1,0,38,50,3709,4.242653,0,2,6.281,53,0.611987,0.18612,0.091483,0.041009,0.069401,Stable
11,51,1,3,0,0,0,0,50,2,0,43,50,17222,4.001277,1,2,12.1,60,0.25,0.25,0,0.25,0.25,Slow
3.79,49,0,3.93,0,0,0,0,2,1,0,8,50,56999,4.046825,0,1,4.169,53,0.511056,0.181526,0.139919,0.062649,0.10485,Hot
8,10,0,3.39,0,0,0,0,3,2,0,23,50,290,3.682759,0,1,8.8,39,0.277778,0.333333,0.055556,0.166667,0.166667,Slow
2,3,0,4.09,0,0,0,0,50,1,0,38,50,151249,4.049157,0,2,2.2,60,0.533114,0.207654,0.140828,0.052624,0.06578,Hot
6,22,0,3.74,0,0,0,0,50,2,0,38,50,4233,4.016773,0,2,6.6,69,0.46332,0.171815,0.148649,0.071429,0.144788,Stable
6,6,0,4.2,0,0,0,0,5,2,0,20,50,144,3.722222,0,1,6.6,62,0.6,0.133333,0.2,0,0.066667,Slow
13,11,0,3.75,0,0,0,0,35,3,0,43,50,18029,4.100616,0,1,14.3,67,0.25,0.25,0.5,0,0,Slow
8,25,1,4.25,0,0,0,0,50,3,0,43,50,4072,3.900295,0,3,8.8,46,0.618182,0.159091,0.127273,0.040909,0.054545,Stable
7,6,0,5,0,0,0,0,50,2,0,140,50,0,5,0,1,7.7,3,?,?,?,?,?,Slow
11,10,0,4.05,0,0,0,0,14,3,0,54,50,8117,4.064925,0,3,12.1,4,0.519878,0.197248,0.16208,0.053517,0.067278,Stable
11,152,0,3.91,0,0,0,0,50,2,0,43,50,87178,3.90836,0,1,12.1,11,0.471535,0.222772,0.136139,0.084158,0.085396,Stable
8,7,1,3.8,0,0,0,0,50,3,0,44,50,246312,4.203725,0,2,8.8,25,0.475561,0.174373,0.153236,0.072655,0.124174,Stable
1.65,2,1,3.67,0,0,0,0,1,1,0,38,50,5654,3.95879,0,8,1.815,60,0.465969,0.136126,0.162304,0.073298,0.162304,Stable
8,22,0,3.7,0,0,0,0,50,3,0,43,50,6651,4.084799,0,2,8.8,4,0.436947,0.195796,0.149336,0.070796,0.147124,Hot
12,11,1,3.76,0,0,0,0,20,3,0,43,50,1990,4.046734,0,2,13.2,60,0.433815,0.220245,0.144605,0.072303,0.129032,Stable
9,8,1,3.84,0,0,0,0,50,3,0,30,50,66644,4.137582,1,3,9.9,60,0.473259,0.193744,0.147326,0.068618,0.117053,Hot
8,7,0,3.33,0,0,0,0,50,2,0,43,50,54504,3.801684,1,3,8.8,4,0.353856,0.162624,0.162002,0.100746,0.220771,Hot
11,50,1,3,0,0,0,0,50,3,0,36,50,17,2.941176,0,2,12.1,4,0.222222,0.111111,0.333333,0.111111,0.222222,Slow
11,10,0,4.29,0,0,0,0,50,2,0,21,50,1733,3.84247,0,1,12.1,11,0.602439,0.217073,0.097561,0.036585,0.046341,Stable
9,8,0,3.75,0,0,0,0,50,3,0,41,50,1029,3.821186,0,2,9.9,53,0.431235,0.193473,0.188811,0.06993,0.11655,Stable
7,13,0,3.12,0,0,0,0,50,2,0,42,50,5934,3.849511,0,3,7.7,2,0.299824,0.156966,0.160494,0.126984,0.255732,Hot
6,6,0,3.93,0,0,0,0,50,2,0,38,50,151249,4.049157,0,2,6.6,4,0.487805,0.170732,0.219512,0.02439,0.097561,Slow
7,14,0,4.24,0,0,0,0,50,2,0,43,50,1160,4.143966,0,4,7.7,53,0.58,0.24,0.08,0.04,0.06,Slow
11,106,1,3.92,1,0,0,1,12,3,0,45,50,25093,4.068665,1,2,12.1,60,0.490049,0.20601,0.138818,0.064532,0.100591,Hot
11,85,1,4.08,0,0,0,0,50,3,0,40,50,895,4.334078,0,2,12.1,24,0.508811,0.259912,0.10793,0.046256,0.077093,Stable
7,6,0,4.12,0,0,0,0,50,2,0,47,50,1369,4.061359,0,2,7.7,4,0.497738,0.251131,0.162896,0.052036,0.036199,Stable
8,72,0,4.01,0,0,0,0,50,2,0,41,50,4136,3.912476,0,2,8.8,61,0.555556,0.143791,0.156863,0.045752,0.098039,Stable
15,13,0,3.95,0,0,0,0,34,4,0,41,50,32323,4.040497,0,2,16.5,11,0.512255,0.1875,0.135417,0.063113,0.101716,Stable
9,46,0,4.86,0,0,0,0,30,3,0,74,30,2228,4.228007,0,8,9.9,58,0.857143,0.142857,0,0,0,Slow
7,6,0,4.41,1,0,1,0,2,2,0,17,50,11264,4.101385,0,2,7.7,56,0.666017,0.178687,0.089669,0.028265,0.037362,Hot
11,10,1,3.08,0,0,0,0,3,2,0,47,50,103,3.68932,0,1,12.1,46,0.282051,0.205128,0.076923,0.179487,0.25641,Slow
6,10,0,3,0,0,0,0,3,2,0,20,50,232,3.676724,0,1,6.6,69,0.252874,0.114943,0.264368,0.114943,0.252874,Stable
8,10,0,4.07,0,0,0,0,3,2,0,23,50,123,4.04065,0,1,8.8,62,0.465517,0.310345,0.12069,0.034483,0.068966,Slow
2,2,1,2.92,0,0,0,0,1,1,0,25,50,366,3.97541,0,5,2.2,29,0.166667,0.166667,0.333333,0.083333,0.25,Slow
8,13,0,4.04,0,0,0,0,50,2,0,51,50,4516,4.231842,0,3,8.8,25,0.508772,0.280702,0.035088,0.087719,0.087719,Slow
22,159,0,4.04,0,0,0,0,50,5,0,80,50,541,4.097967,0,2,24.2,4,0.540426,0.208511,0.110638,0.029787,0.110638,Stable
11,10,0,3.89,0,0,0,0,50,3,0,42,50,124563,4.193589,0,1,12.1,60,0.471429,0.25,0.107143,0.035714,0.135714,Stable
6,6,1,3.73,0,0,0,0,50,2,0,50,50,3053,3.8585,0,2,6.6,69,0.394366,0.225352,0.211268,0.056338,0.112676,Stable
6,38,0,4.22,0,0,0,0,50,2,0,40,50,213709,4.2939,0,3,6.6,4,0.596033,0.178497,0.121086,0.055324,0.049061,Stable
9,50,1,3.84,0,0,0,0,50,3,0,42,50,3237,3.948409,0,2,9.9,25,0.432432,0.27027,0.081081,0.135135,0.081081,Slow
12,11,1,3.64,0,0,0,0,29,3,0,36,50,55499,4.138885,0,2,13.2,4,0.410286,0.19813,0.158971,0.084161,0.148451,Hot
6,6,1,3.71,0,0,0,0,49,2,0,38,50,6714,4.07328,0,8,6.6,4,0.404656,0.220621,0.171471,0.08204,0.121212,Hot
9,33,0,3.81,0,0,0,0,50,3,0,45,50,139788,4.166509,0,2,9.9,4,0.495132,0.154381,0.143255,0.082058,0.125174,Stable
18,47,0,4.62,2,1,0,1,5,5,0,82,50,1465,4.226621,1,8,19.8,4,0.794118,0.117647,0.029412,0.029412,0.029412,Slow
11,108,0,2.95,0,0,0,0,50,3,0,52,50,2608,3.873083,0,2,12.1,43,0.240803,0.157191,0.197324,0.120401,0.284281,Stable
13,13,0,3.7,0,0,0,0,10,3,0,52,50,4048,4.064476,0,2,14.3,4,0.448795,0.168675,0.171687,0.060241,0.150602,Stable
11,38,1,3.66,0,0,0,0,50,2,0,42,50,73701,4.105127,0,2,12.1,4,0.40107,0.202987,0.179133,0.090068,0.126742,Hot
11,10,0,4.09,0,0,0,0,4,2,0,20,50,6300,4.078095,0,8,12.1,52,0.59,0.16,0.1,0.05,0.1,Stable
11,10,0,4.14,0,0,0,0,50,2,0,43,50,16994,4.263681,1,2,12.1,60,0.568627,0.176471,0.156863,0.019608,0.078431,Slow
9,34,0,5,0,0,0,0,6,3,0,41,50,14676,4.074203,0,2,9.9,60,?,?,?,?,?,Slow
2.83,3,1,3.62,0,0,0,0,5,1,0,20,50,3791,3.918755,0,1,3.113,25,0.420207,0.184845,0.15155,0.084386,0.159013,Hot
7,159,0,3.39,0,0,0,0,50,2,0,41,50,8547,4.081783,0,2,7.7,2,0.357843,0.177083,0.169118,0.091299,0.204657,Stable
15,28,1,3.23,0,0,0,0,50,4,0,51,50,897,3.850613,0,2,16.5,11,0.362319,0.130435,0.115942,0.15942,0.231884,Slow
14,68,1,3.44,1,1,0,0,50,3,0,40,50,13075,4.226463,0,2,15.4,60,0.337875,0.208447,0.183924,0.091281,0.178474,Stable
12,14,0,5,0,0,0,0,50,3,0,22,50,52,3.884615,0,2,13.2,4,?,?,?,?,?,Slow
16,22,1,3.15,0,0,0,0,39,4,0,34,50,79,3.417722,0,3,17.6,25,0.277778,0.236111,0.125,0.083333,0.277778,Slow
8,42,0,3.95,0,0,0,0,50,2,0,40,50,47981,4.025364,0,3,8.8,4,0.512249,0.193764,0.13363,0.055679,0.104677,Stable
12,13,0,3.56,0,0,0,0,50,3,0,42,50,117487,4.087737,0,2,13.2,60,0.407615,0.156775,0.175812,0.103024,0.156775,Hot
11,76,1,4.1,1,1,0,0,50,2,0,40,50,6343,4.149141,0,2,12.1,37,0.582418,0.167582,0.104396,0.054945,0.090659,Stable
11,14,0,3.93,0,0,0,0,19,3,0,83,50,6383,4.279492,0,2,12.1,37,0.511521,0.175115,0.149002,0.059908,0.104455,Stable
5.69,5,0,3.61,0,0,0,0,50,2,0,39,50,2114,4.227531,0,3,6.259,53,0.418764,0.183066,0.144165,0.09611,0.157895,Stable
12,11,1,3.28,0,0,0,0,50,3,0,38,50,7936,3.964592,0,8,13.2,4,0.25,0.275,0.2,0.05,0.225,Slow
7,13,1,3.35,0,0,0,0,50,2,0,40,50,839882,4.10376,0,2,7.7,22,0.330358,0.166832,0.201322,0.125179,0.176309,Hot
5.66,5,1,4.29,1,0,1,0,50,1,0,138,50,2174765,4.356188,0,8,6.226,25,0.602031,0.202128,0.119439,0.032882,0.04352,Hot
8,7,0,3.39,0,0,0,0,50,2,0,47,50,402743,4.156715,1,2,8.8,58,0.363573,0.157456,0.181439,0.100452,0.19708,Hot
5,5,1,3.88,0,0,0,0,2,2,0,50,50,59903,4.153665,1,3,5.5,46,0.500451,0.164112,0.155095,0.073039,0.107304,Hot
14,13,0,4.16,0,0,0,0,50,3,0,31,50,5841,4.217771,0,2,15.4,4,0.576849,0.191162,0.115754,0.045149,0.071085,Stable
6,47,0,4.28,0,0,0,0,50,2,0,43,50,25914,3.862314,0,2,6.6,37,0.626866,0.141791,0.164179,0.014925,0.052239,Stable
8,7,0,4.02,0,0,0,0,50,3,0,31,50,10258,4.243712,1,2,8.8,38,0.513363,0.219376,0.126949,0.056793,0.083519,Hot
11,21,0,4.08,0,0,0,0,17,3,0,70,50,33303,3.981623,0,8,12.1,60,0.541284,0.207339,0.119266,0.049541,0.082569,Stable
1.85,11,0,3.9,0,0,0,0,2,1,0,40,50,91631,3.837937,1,8,2.035,4,0.505155,0.164948,0.14433,0.092784,0.092784,Slow
9,8,1,3.61,0,0,0,0,50,3,0,41,50,73271,3.954443,1,6,9.9,4,0.384216,0.21028,0.179128,0.085151,0.141225,Stable
8,56,1,3.59,0,0,0,0,50,3,0,36,50,1260,3.795238,0,3,8.8,4,0.364981,0.222568,0.196109,0.073152,0.143191,Hot
3,3,0,3.81,0,0,0,0,50,1,0,38,50,151249,4.049157,0,2,3.3,66,0.443987,0.205295,0.17216,0.078015,0.100543,Hot
6,17,1,3.9,0,0,0,0,50,2,0,38,50,22765,4.238173,0,1,6.6,60,0.476015,0.206642,0.147601,0.079951,0.089791,Stable
3.86,6,0,4,0,0,0,0,4,1,0,20,50,4098,3.860908,0,1,4.246,60,0.5,0,0.5,0,0,Slow
9,8,0,4.03,0,0,0,0,50,3,0,42,50,124563,4.193589,0,2,9.9,4,0.538089,0.192261,0.124547,0.054414,0.090689,Stable
11,17,0,3.62,0,0,0,0,50,3,0,36,50,5880,4.136395,0,3,12.1,36,0.409091,0.192641,0.160173,0.088745,0.149351,Stable
8,7,1,3.95,0,0,0,0,50,2,0,38,50,40245,3.99759,0,6,8.8,4,0.480561,0.209382,0.164078,0.070472,0.075506,Hot
8,140,1,4.17,0,0,0,0,50,3,0,19,50,2050,4.167805,0,2,8.8,11,0.597382,0.172251,0.110995,0.046073,0.073298,Hot
11,168,0,3.33,0,0,0,0,3,3,0,33,50,47,3.914894,0,2,12.1,60,0,0.666667,0,0.333333,0,Slow
8,7,0,2,0,0,0,0,46,3,0,41,50,14676,4.074203,0,8,8.8,4,0,0,0.5,0,0.5,Slow
2,8,0,3.88,0,0,0,0,1,1,0,40,50,7248,3.943019,0,8,2.2,22,0.625,0.125,0,0,0.25,Slow
5.66,5,1,3.41,0,0,0,0,50,1,0,48,50,1129,3.833481,0,6,6.226,4,0.296296,0.296296,0.148148,0.037037,0.222222,Slow
9,8,0,4.1,0,0,0,0,10,3,0,26,50,4402,4.022944,0,1,9.9,52,0.5,0.3,0.1,0,0.1,Slow
8,9,1,4.08,0,0,0,0,2,3,0,39,50,1585,4.076972,0,3,8.8,53,0.622951,0.098361,0.131148,0.032787,0.114754,Slow
9,8,0,3.78,0,0,0,0,15,3,0,43,50,16523,4.038734,0,2,9.9,53,0.450355,0.166667,0.205674,0.070922,0.106383,Stable
2.76,17,1,4.33,1,0,1,0,3,1,0,43,50,11505,4.136723,0,1,3.036,24,0.571429,0.265306,0.102041,0.040816,0.020408,Stable
3.83,4,0,3.57,0,0,0,0,1,1,0,38,50,5654,3.95879,0,8,4.213,34,0.402985,0.223881,0.089552,0.104478,0.179104,Slow
7,9,1,4.47,1,0,1,0,50,2,0,43,50,8727,4.161797,0,2,7.7,4,0.681719,0.190968,0.075626,0.022851,0.028836,Hot
6,43,0,3.46,0,0,0,0,15,2,0,43,50,36361,3.96752,0,3,6.6,46,0.422261,0.125442,0.150177,0.09894,0.20318,Stable
8,21,0,4.06,1,0,1,0,50,2,0,48,50,5781,4.274866,0,3,8.8,60,0.555556,0.166667,0.138889,0.055556,0.083333,Slow
8,9,1,4.16,0,0,0,0,50,3,0,42,50,21012,3.885161,0,2,8.8,25,0.622222,0.088889,0.2,0,0.088889,Stable
2.66,3,1,2.67,0,0,0,0,1,1,0,30,50,66644,4.137582,1,2,2.926,69,0.083333,0.333333,0.166667,0,0.416667,Slow
8,85,0,3.37,0,0,0,0,50,3,0,47,50,402743,4.156715,1,5,8.8,37,0.318909,0.204398,0.188391,0.107124,0.181179,Hot
8,7,1,3.55,0,0,0,0,49,2,0,42,50,7348,4.137452,0,1,8.8,57,0.391667,0.175,0.166667,0.125,0.141667,Stable
3.67,9,0,3.32,0,0,0,0,15,1,0,111,50,253249,4.070618,1,5,4.037,60,0.354902,0.162745,0.15098,0.113725,0.217647,Stable
12,81,0,4.08,0,0,0,0,50,3,0,38,50,151914,4.127921,0,3,13.2,60,0.53363,0.192329,0.158421,0.053919,0.061701,Hot
13,11,1,4.06,0,0,0,0,50,3,0,43,50,44067,4.288493,0,2,14.3,39,0.525582,0.214481,0.130653,0.056647,0.072636,Hot
9,8,1,3.89,0,0,0,0,2,3,0,26,50,24771,4.047959,0,8,9.9,25,0.487838,0.185135,0.158108,0.071622,0.097297,Stable
9,85,1,4.63,0,0,0,0,18,3,0,36,50,54,4.185185,0,1,9.9,60,0.625,0.375,0,0,0,Slow
8,7,0,3.38,0,0,0,0,50,3,0,14,50,198,3.838384,0,1,8.8,69,0.380952,0.142857,0.166667,0.095238,0.214286,Slow
12,11,0,4.14,0,0,0,0,50,3,0,30,50,19521,3.984837,1,2,13.2,39,0.547753,0.217978,0.120225,0.051685,0.06236,Hot
5,75,1,3.8,0,0,0,0,50,2,0,43,50,17612,3.889677,0,3,5.5,4,0.466667,0.2,0.133333,0.066667,0.133333,Slow
6,6,0,4.27,1,0,1,0,50,2,0,31,50,9486,4.176998,1,1,6.6,4,0.586016,0.218646,0.116537,0.035516,0.043285,Stable
14,12,0,3.7,0,0,0,0,29,4,0,27,50,47356,4.056888,0,8,15.4,69,0.412916,0.209393,0.174168,0.076321,0.127202,Stable
8,7,0,4.34,0,0,0,0,1,2,0,43,50,15348,4.013813,0,2,8.8,60,0.639777,0.178025,0.098748,0.047288,0.036161,Stable
8,59,1,4.03,0,0,0,0,15,3,0,42,50,15006,4.083567,0,2,8.8,60,0.511047,0.212009,0.149098,0.054984,0.072862,Hot
8,7,0,3.41,0,0,0,0,50,3,0,40,50,32923,4.209155,0,2,8.8,58,0.339734,0.177997,0.201868,0.118319,0.162083,Hot
18,16,0,4.23,0,0,0,0,50,5,0,10,50,18910,4.387414,1,3,19.8,8,0.596698,0.19249,0.106989,0.048179,0.055644,Hot
3.93,24,0,3.54,0,0,0,0,2,1,0,28,50,2399,4.213422,0,1,4.323,69,0.421053,0.175439,0.087719,0.157895,0.157895,Slow
11,10,1,3.12,0,0,0,0,9,3,0,55,50,7076,3.968061,0,2,12.1,43,0.2,0.24,0.2,0.2,0.16,Slow
8,7,0,4.37,0,0,0,0,50,3,0,31,50,17816,4.179445,1,1,8.8,69,0.634948,0.211073,0.086505,0.025952,0.041522,Stable
11,59,1,4.33,0,0,0,0,50,3,0,41,50,38258,3.955434,0,2,12.1,60,0.666667,0,0.333333,0,0,Slow
12,11,1,5,0,0,0,0,5,3,0,25,50,6,4.5,0,1,13.2,69,?,?,?,?,?,Slow
11,10,1,3.56,0,0,0,0,50,3,0,35,50,2782,4.069015,0,8,12.1,2,0.408451,0.140845,0.211268,0.084507,0.15493,Slow
11,10,0,3.96,0,0,0,0,50,2,0,42,50,5070,4.276726,0,3,12.1,16,0.469388,0.244898,0.142857,0.061224,0.081633,Slow
3,3,0,4.25,0,0,0,0,1,1,0,27,50,28,4.035714,0,1,3.3,43,0.75,0,0,0.25,0,Slow
5,8,1,3.51,0,0,0,0,1,2,0,40,50,5019,4.069536,0,1,5.5,25,0.361446,0.184739,0.210174,0.085676,0.157965,Stable
9,43,0,4.74,0,0,0,0,50,3,0,41,50,4773,4.002933,0,2,9.9,24,0.851064,0.06383,0.06383,0.021277,0,Stable
8,7,0,3.61,0,0,0,0,1,2,0,26,50,32858,3.885538,0,1,8.8,46,0.390558,0.244635,0.120172,0.072961,0.171674,Stable
9,8,1,3.88,0,0,0,0,50,3,0,39,50,40616,4.098557,0,1,9.9,37,0.476258,0.196698,0.154403,0.071541,0.101101,Hot
11,10,0,3.73,0,0,0,0,50,3,0,41,50,32394,3.924677,0,2,12.1,4,0.420955,0.201301,0.177837,0.088396,0.111511,Hot
11,84,0,3.53,0,0,0,0,50,3,0,60,50,11965,4.017133,0,1,12.1,13,0.371781,0.197648,0.171053,0.105543,0.153975,Hot
7,6,0,4.34,1,0,1,0,41,2,0,37,50,9661,4.293241,0,3,7.7,24,0.61416,0.204937,0.119195,0.032153,0.029555,Hot
3.93,4,1,4.4,0,0,0,0,11,1,0,20,50,3791,3.918755,0,1,4.323,39,0.7,0.2,0,0,0.1,Slow
7,6,1,3.67,0,0,0,0,44,2,0,23,50,12309,4.04517,1,3,7.7,3,0.388889,0.166667,0.277778,0.055556,0.111111,Slow
8,7,0,4,0,0,0,0,5,2,0,23,50,129,3.790698,0,1,8.8,62,0.384615,0.384615,0.076923,0.153846,0,Slow
3.7,9,0,2.25,0,0,0,0,2,1,0,35,50,72,3.777778,0,6,4.07,4,0,0,0.5,0.25,0.25,Slow
8,7,0,4.11,0,0,0,0,50,2,0,31,50,14298,4.260596,0,1,8.8,53,0.574032,0.173121,0.125285,0.04328,0.084282,Stable
