@RELATION full_data_modified

@ATTRIBUTE price NUMERIC
@ATTRIBUTE retail_price NUMERIC
@ATTRIBUTE uses_ad_boosts NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE badges_count NUMERIC
@ATTRIBUTE badge_local_product NUMERIC
@ATTRIBUTE badge_product_quality NUMERIC
@ATTRIBUTE badge_fast_shipping NUMERIC
@ATTRIBUTE product_variation_inventory NUMERIC
@ATTRIBUTE shipping_option_price NUMERIC
@ATTRIBUTE shipping_is_express NUMERIC
@ATTRIBUTE countries_shipped_to NUMERIC
@ATTRIBUTE inventory_total NUMERIC
@ATTRIBUTE merchant_rating_count NUMERIC
@ATTRIBUTE merchant_rating NUMERIC
@ATTRIBUTE merchant_has_profile_picture NUMERIC
@ATTRIBUTE size_encoded NUMERIC
@ATTRIBUTE price_converted NUMERIC
@ATTRIBUTE color_encoded NUMERIC
@ATTRIBUTE units_sold_categories NUMERIC
@ATTRIBUTE rating_five_proportion NUMERIC
@ATTRIBUTE rating_four_proportion NUMERIC
@ATTRIBUTE rating_three_proportion NUMERIC
@ATTRIBUTE rating_two_proportion NUMERIC
@ATTRIBUTE rating_one_proportion NUMERIC

@DATA
11.0,26,0,3.38,0,0,0,0,2,2,0,51,50,4516,4.231842338352524,0,2,12.1,2,Stable,0.375,0.1527777777777778,0.1527777777777778,0.1111111111111111,0.20833333333333334
7.0,6,1,3.67,0,0,0,0,50,2,0,138,50,96838,4.264658501827795,0,3,7.700000000000001,2,Stable,0.4176470588235294,0.19215686274509805,0.16666666666666666,0.08823529411764706,0.13529411764705881
5.71,5,0,3.75,0,0,0,0,19,2,0,43,50,80093,4.006692220293909,0,8,6.281000000000001,4,Stable,0.4277286135693215,0.21386430678466076,0.15339233038348082,0.08997050147492626,0.11504424778761062
9.0,32,0,4.15,0,0,0,0,50,3,0,41,50,9395,4.1100585417775415,0,3,9.9,2,Stable,0.5696649029982364,0.20458553791887124,0.10229276895943562,0.04938271604938271,0.07407407407407407
9.0,9,0,4.03,0,0,0,0,5,3,0,60,50,4298,4.22940902745463,0,3,9.9,58,Stable,0.4861111111111111,0.2222222222222222,0.18055555555555555,0.05555555555555555,0.05555555555555555
5.65,5,0,4.29,1,0,1,0,50,2,0,43,50,40943,4.017487726839753,0,2,6.215000000000001,60,Hot,0.5944592790387183,0.2096128170894526,0.12483311081441922,0.03471295060080107,0.03638184245660881
1.74,2,1,4.25,0,0,0,0,50,1,0,41,50,18138,3.831513948616165,0,1,1.914,46,Slow,0.5833333333333334,0.25,0.08333333333333333,0.0,0.08333333333333333
5.65,6,0,4.06,0,0,0,0,50,2,0,54,50,7034,4.060278646573784,0,6,6.215000000000001,60,Stable,0.5182724252491694,0.23255813953488372,0.11295681063122924,0.059800664451827246,0.07641196013289037
14.0,76,0,4.06,0,0,0,0,50,4,0,36,50,51369,3.9682688002491777,1,2,15.400000000000002,58,Slow,0.5483870967741935,0.12903225806451613,0.1935483870967742,0.0967741935483871,0.03225806451612903
5.65,6,1,4.37,1,0,1,0,10,2,0,38,50,44837,4.065905390637197,0,8,6.215000000000001,4,Stable,0.631336405529954,0.1935483870967742,0.11059907834101383,0.041474654377880185,0.02304147465437788
8.0,7,0,3.81,0,0,0,0,4,2,0,46,50,3460,3.8708092485549135,0,2,8.8,3,Stable,0.4853273137697517,0.17155756207674944,0.14672686230248308,0.0654627539503386,0.1309255079006772
2.66,3,0,3.44,0,0,0,0,50,1,0,22,50,223392,4.3063628061882255,0,3,2.9260000000000006,4,Stable,0.36795774647887325,0.16461267605633803,0.17693661971830985,0.11707746478873239,0.17341549295774647
9.0,8,0,3.8,0,0,0,0,50,3,0,45,50,10600,3.8675471698113206,0,2,9.9,69,Hot,0.45085296506904954,0.19496344435418358,0.17140536149471974,0.07067424857839155,0.11210398050365557
11.0,10,0,4.16,1,0,1,0,50,3,0,31,50,13946,4.000143410296859,0,2,12.1,60,Stable,0.5912408759124088,0.17153284671532848,0.12408759124087591,0.0364963503649635,0.07664233576642336
8.0,17,1,2.75,0,0,0,0,50,3,0,40,50,47981,4.025364206665138,0,2,8.8,11,Slow,0.25,0.0,0.375,0.0,0.375
14.0,12,1,4.06,0,0,0,0,2,3,0,43,50,80093,4.006692220293909,0,8,15.400000000000002,39,Stable,0.567651632970451,0.16951788491446346,0.11353032659409021,0.05132192846034215,0.09797822706065319
5.8,8,1,3.83,0,0,0,0,1,1,0,43,50,16741,3.920852995639448,0,1,6.38,2,Slow,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
13.0,13,0,4.16,1,0,1,0,50,3,0,41,50,12913,3.981336637497096,1,2,14.3,46,Stable,0.5942028985507246,0.1956521739130435,0.07246376811594203,0.050724637681159424,0.08695652173913043
9.0,81,0,4.26,1,0,1,0,50,3,0,40,50,59198,4.105054224804892,0,4,9.9,4,Hot,0.5805187534987871,0.21869751819369285,0.12129128568762829,0.038066803508117183,0.04142563911177458
7.0,68,0,1.5,0,0,0,0,50,2,0,43,50,397,3.858942065491184,0,2,7.700000000000001,60,Slow,0.0,0.0,0.0,0.5,0.5
12.0,14,1,3.79,0,0,0,0,50,3,0,22,50,196,4.020408163265306,0,2,13.2,4,Slow,0.4583333333333333,0.25,0.08333333333333333,0.041666666666666664,0.16666666666666666
3.69,40,0,3.53,0,0,0,0,2,1,0,24,50,10917,4.3648438215627,0,1,4.059,25,Slow,0.3728813559322034,0.1864406779661017,0.2033898305084746,0.06779661016949153,0.1694915254237288
5.0,5,1,3.82,1,1,0,0,50,1,0,63,50,27055,4.151395305858436,0,8,5.5,60,Hot,0.4572942643391521,0.189214463840399,0.17394014962593515,0.07512468827930174,0.10442643391521197
5.84,56,0,3.28,0,0,0,0,50,1,0,43,50,40943,4.017487726839753,0,2,6.424,2,Slow,0.3055555555555556,0.1111111111111111,0.3055555555555556,0.1111111111111111,0.16666666666666666
16.0,14,0,3.0,0,0,0,0,2,4,0,34,50,31,3.548387096774193,0,8,17.6,24,Slow,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
13.0,50,0,4.03,0,0,0,0,50,3,0,32,50,9136,4.085704903677758,1,2,14.3,54,Stable,0.5274853801169591,0.19298245614035087,0.14035087719298245,0.05964912280701754,0.07953216374269007
9.0,8,0,3.18,0,0,0,0,50,3,0,24,50,10474,3.908535421042582,0,2,9.9,60,Hot,0.3000560852495794,0.16208637128435222,0.19293325855300056,0.10600112170499158,0.23892316320807627
7.0,6,0,3.8,0,0,0,0,50,2,0,45,50,139607,4.216385997836785,0,2,7.700000000000001,4,Slow,0.45901639344262296,0.18032786885245902,0.19672131147540983,0.03278688524590164,0.13114754098360656
11.0,20,0,3.43,0,0,0,0,50,2,0,34,50,3120,4.174679487179487,0,2,12.1,60,Slow,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.21428571428571427
5.84,11,0,4.19,0,0,0,0,1,1,0,40,50,10377,4.172785968969837,0,8,6.424,11,Stable,0.5570032573289903,0.23127035830618892,0.11400651465798045,0.03908794788273615,0.05863192182410423
1.0,11,1,3.8,0,0,0,0,37,1,0,41,50,8197,3.858118823959985,0,8,1.1,11,Stable,0.6,0.0,0.2,0.0,0.2
11.0,60,1,3.38,0,0,0,0,49,2,0,25,50,703,3.9601706970128014,0,2,12.1,60,Stable,0.40540540540540543,0.08108108108108109,0.24324324324324326,0.02702702702702703,0.24324324324324326
9.0,8,1,4.03,0,0,0,0,50,3,0,33,50,16013,4.108849060138637,0,4,9.9,12,Stable,0.5219347581552306,0.20022497187851518,0.14173228346456693,0.05849268841394826,0.07761529808773904
6.0,56,1,3.5,0,0,0,0,1,2,0,28,50,13309,3.876699977458863,0,8,6.6000000000000005,53,Stable,0.3720682302771855,0.18230277185501065,0.18443496801705758,0.09381663113006397,0.1673773987206823
1.0,10,0,3.56,0,0,0,0,2,1,0,40,50,91631,3.83793694273772,1,8,1.1,60,Slow,0.4230769230769231,0.15384615384615385,0.17307692307692307,0.057692307692307696,0.19230769230769232
9.0,8,0,4.06,0,0,0,0,50,3,0,41,50,20681,3.9993714037038814,1,2,9.9,43,Stable,0.5383580080753702,0.1911170928667564,0.1386271870794078,0.06056527590847914,0.07133243606998654
6.0,6,0,4.0,0,0,0,0,5,2,0,23,50,127,3.874015748031496,0,1,6.6000000000000005,62,Slow,0.625,0.0,0.125,0.25,0.0
11.0,68,0,4.13,0,0,0,0,50,2,0,40,50,11597,4.2152280762266106,0,3,12.1,53,Stable,0.5687203791469194,0.17535545023696683,0.14691943127962084,0.037914691943127965,0.07109004739336493
7.0,6,0,4.0,0,0,0,0,50,2,0,139,50,34,4.352941176470588,0,1,7.700000000000001,11,Slow,0.75,0.0,0.0,0.0,0.25
5.0,38,1,5.0,0,0,0,0,17,1,0,33,50,9,3.6666666666666665,0,1,5.5,3,Slow,1.0,0.0,0.0,0.0,0.0
5.87,11,1,3.91,0,0,0,0,6,1,0,29,50,6187,4.391304347826087,0,2,6.457000000000001,60,Stable,0.4784688995215311,0.19617224880382775,0.16267942583732056,0.08133971291866028,0.08133971291866028
11.0,10,0,3.72,0,0,0,0,50,2,0,25,50,61895,4.268002261895145,1,3,12.1,60,Stable,0.44345238095238093,0.19940476190476192,0.13392857142857142,0.08035714285714286,0.14285714285714285
8.0,10,0,2.71,0,0,0,0,4,3,0,20,50,224,3.892857142857143,0,1,8.8,53,Slow,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857
14.0,67,0,3.81,0,0,0,0,50,4,0,40,50,11900,4.150756302521009,1,3,15.400000000000002,11,Stable,0.44919786096256686,0.21390374331550802,0.1497326203208556,0.0748663101604278,0.11229946524064172
2.0,9,0,3.47,0,0,0,0,1,1,0,40,50,4856,4.167627677100494,0,8,2.2,60,Slow,0.34375,0.1875,0.15625,0.21875,0.09375
8.0,7,1,3.93,0,0,0,0,50,3,0,30,50,66644,4.137581777804454,1,3,8.8,69,Hot,0.492814371257485,0.20359281437125748,0.1497005988023952,0.053293413173652694,0.10059880239520957
5.79,30,1,3.41,0,0,0,0,50,2,0,118,50,21012,4.189843898724538,1,1,6.369000000000001,60,Stable,0.3443396226415094,0.23113207547169812,0.10849056603773585,0.1179245283018868,0.19811320754716982
8.0,22,1,3.74,0,0,0,0,50,3,0,41,50,50593,3.876761607336984,0,2,8.8,67,Slow,0.5106382978723404,0.10638297872340426,0.1276595744680851,0.1276595744680851,0.1276595744680851
4.94,5,1,3.93,0,0,0,0,6,1,0,49,50,55670,4.1214837434884135,1,3,5.434000000000001,6,Hot,0.49511645379413977,0.19158527422990232,0.14951164537941397,0.07588279489105935,0.0879038317054846
8.0,7,0,3.82,0,0,0,0,50,3,0,14,50,8821,3.872009976193176,0,3,8.8,43,Hot,0.48412698412698413,0.17182539682539683,0.14484126984126985,0.08055555555555556,0.11865079365079365
11.0,10,1,3.46,0,0,0,0,50,3,0,41,50,225438,4.301120485454981,0,2,12.1,4,Slow,0.4,0.14,0.16,0.12,0.18
8.0,33,0,5.0,0,0,0,0,50,2,0,25,50,1496,4.169786096256685,0,2,8.8,4,Slow,nan,nan,nan,nan,nan
9.0,33,1,4.5,0,0,0,0,50,3,0,41,50,8397,4.120281052756937,0,2,9.9,60,Slow,0.5,0.5,0.0,0.0,0.0
7.0,6,0,4.26,0,0,0,0,50,2,0,31,50,2055,3.837956204379562,1,2,7.700000000000001,2,Slow,0.5660377358490566,0.2641509433962264,0.09433962264150944,0.018867924528301886,0.05660377358490566
11.0,10,0,4.24,0,0,0,0,50,3,0,36,50,9200,4.289673913043479,0,2,12.1,52,Hot,0.6162679425837321,0.17511961722488037,0.10909090909090909,0.03636363636363636,0.06315789473684211
8.0,92,0,3.56,0,0,0,0,50,2,0,55,50,7076,3.968061051441493,0,2,8.8,69,Slow,0.375,0.3125,0.0,0.125,0.1875
5.83,5,1,4.22,0,0,0,0,1,1,0,35,50,126370,4.14695734747171,1,2,6.413,64,Hot,0.5654501216545013,0.23746958637469587,0.10316301703163017,0.040389294403892946,0.0535279805352798
8.0,7,0,3.42,0,0,0,0,50,2,0,63,50,1322,3.965204236006052,0,2,8.8,46,Stable,0.38605898123324395,0.15281501340482573,0.16085790884718498,0.0938337801608579,0.2064343163538874
5.77,5,1,4.0,0,0,0,0,45,1,0,31,50,8996,3.915740329035127,0,2,6.347,2,Slow,0.25,0.5,0.25,0.0,0.0
5.9,5,0,3.64,0,0,0,0,4,1,0,30,50,2366,3.951817413355875,0,8,6.490000000000001,25,Hot,0.4485256078634247,0.15416451112260735,0.1546818416968443,0.07811691670977755,0.1645111226073461
6.0,20,0,3.08,0,0,0,0,50,2,0,43,50,2776,3.931195965417868,0,2,6.6000000000000005,53,Slow,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.3076923076923077
7.0,6,1,4.41,1,0,1,0,2,2,0,35,50,126370,4.14695734747171,1,3,7.700000000000001,24,Hot,0.6620041274936941,0.1829282274707636,0.09355652373308875,0.029064434762669112,0.032446686539784456
8.0,7,1,3.7,0,0,0,0,1,2,0,48,50,4178,3.9375299186213497,0,3,8.8,46,Hot,0.42236467236467234,0.198005698005698,0.16524216524216523,0.08831908831908832,0.12606837606837606
12.0,11,0,3.81,0,0,0,0,50,3,0,13,50,2248,4.150355871886121,0,2,13.2,6,Stable,0.4780058651026393,0.18475073313782991,0.14076246334310852,0.06158357771260997,0.1348973607038123
5.78,8,1,4.0,0,0,0,0,50,1,0,29,50,6555,4.184134248665141,0,1,6.3580000000000005,46,Hot,0.5167295597484277,0.19471698113207547,0.1449056603773585,0.06088050314465409,0.08276729559748428
12.0,17,0,3.94,0,0,0,0,50,3,0,43,50,1288,3.978260869565217,0,2,13.2,60,Stable,0.4883720930232558,0.19638242894056848,0.1731266149870801,0.05426356589147287,0.08785529715762273
11.0,10,1,4.07,0,0,0,0,50,2,0,35,50,12974,3.965700632033297,0,4,12.1,37,Hot,0.5325732899022801,0.20912052117263843,0.1276872964169381,0.05765472312703583,0.07296416938110749
8.0,51,0,4.29,1,0,1,0,50,2,0,43,50,5846,3.832535066712282,0,2,8.8,46,Slow,0.6129032258064516,0.16129032258064516,0.16129032258064516,0.03225806451612903,0.03225806451612903
5.77,48,0,4.1,0,0,0,0,50,2,0,46,50,330405,4.06734764909732,1,1,6.347,4,Hot,0.5391438488237563,0.20015426147319706,0.1407153875819514,0.0565946779791747,0.06339182414192056
9.0,8,0,3.7,0,0,0,0,44,3,0,20,50,15748,4.064643129286258,0,3,9.9,25,Hot,0.4518324607329843,0.1712041884816754,0.1486910994764398,0.08481675392670157,0.14345549738219895
1.72,2,1,3.77,0,0,0,0,10,1,0,48,50,32168,3.884543645859239,0,1,1.892,21,Slow,0.5,0.1,0.16666666666666666,0.13333333333333333,0.1
1.86,9,1,3.57,0,0,0,0,2,1,0,40,50,7248,3.9430187637969096,0,1,2.0460000000000003,46,Slow,0.40476190476190477,0.21428571428571427,0.09523809523809523,0.11904761904761904,0.16666666666666666
14.0,92,1,4.54,0,0,0,0,50,3,0,36,50,54,4.185185185185185,0,1,15.400000000000002,4,Slow,0.7692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693
3.69,4,0,3.64,0,0,0,0,5,1,0,24,50,1559,4.039127645926876,0,1,4.059,53,Stable,0.4481132075471698,0.15566037735849056,0.1509433962264151,0.07547169811320754,0.16981132075471697
11.0,30,1,4.11,2,1,0,1,2,3,0,45,50,9541,4.210460119484331,0,8,12.1,44,Slow,0.6071428571428571,0.14285714285714285,0.10714285714285714,0.03571428571428571,0.10714285714285714
9.0,8,1,3.18,0,0,0,0,10,3,0,26,50,288,3.7291666666666665,0,8,9.9,53,Slow,0.2361111111111111,0.2638888888888889,0.16666666666666666,0.1111111111111111,0.2222222222222222
6.0,8,0,3.96,0,0,0,0,50,2,0,43,50,54504,3.80168428005284,1,4,6.6000000000000005,4,Hot,0.5119581464872944,0.1920777279521674,0.1397608370702541,0.053811659192825115,0.10239162929745889
20.0,17,1,2.8,0,0,0,0,50,6,0,36,50,67,3.298507462686567,0,8,22.0,24,Slow,0.13333333333333333,0.2,0.3333333333333333,0.0,0.3333333333333333
5.66,5,0,3.89,0,0,0,0,50,2,0,42,50,99283,4.285597735765438,0,2,6.226000000000001,4,Stable,0.4806201550387597,0.20844099913867356,0.13695090439276486,0.06459948320413436,0.10938845822566753
8.0,65,0,3.97,0,0,0,0,1,2,0,33,50,239,3.882845188284519,0,2,8.8,60,Slow,0.6206896551724138,0.034482758620689655,0.1724137931034483,0.034482758620689655,0.13793103448275862
8.0,7,1,3.61,0,0,0,0,10,2,0,39,50,40616,4.098557218830018,0,8,8.8,35,Stable,0.38023952095808383,0.23203592814371257,0.15269461077844312,0.09131736526946108,0.1437125748502994
6.0,6,1,3.82,0,0,0,0,1,2,0,35,50,670,3.844776119402985,0,2,6.6000000000000005,25,Stable,0.4626865671641791,0.19402985074626866,0.17164179104477612,0.04477611940298507,0.12686567164179105
11.0,10,0,3.96,0,0,0,0,50,3,0,23,50,4610,4.252711496746204,0,2,12.1,4,Stable,0.47750642673521854,0.21722365038560412,0.16580976863753213,0.07069408740359898,0.06876606683804627
7.0,6,1,4.2,0,0,0,0,3,2,0,26,50,247,3.94331983805668,0,1,7.700000000000001,60,Stable,0.616822429906542,0.12149532710280374,0.16822429906542055,0.028037383177570093,0.06542056074766354
11.0,10,0,3.77,0,0,0,0,50,3,0,31,50,13946,4.000143410296859,0,1,12.1,53,Hot,0.4279811097992916,0.22195985832349469,0.16056670602125148,0.06611570247933884,0.12337662337662338
5.8100000000000005,30,0,2.61,0,0,0,0,3,2,0,41,50,26473,3.8947606995807047,0,1,6.391000000000001,24,Slow,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.3888888888888889
14.0,12,0,3.93,0,0,0,0,36,4,0,26,50,32858,3.88553776857995,0,8,15.400000000000002,11,Hot,0.4843856076035302,0.208418194161575,0.15342837746096402,0.06109979633401222,0.09266802443991853
5.0,51,0,5.0,0,0,0,0,1,1,0,36,50,295,3.989830508474576,0,1,5.5,4,Slow,nan,nan,nan,nan,nan
5.0,5,1,4.3,0,0,0,0,3,2,0,22,50,10799,4.167978516529308,0,8,5.5,15,Slow,0.6,0.2,0.1,0.1,0.0
11.0,10,0,4.12,0,0,0,0,50,2,0,21,50,8989,3.851930136833908,1,2,12.1,37,Stable,0.5742971887550201,0.1927710843373494,0.0963855421686747,0.04819277108433735,0.08835341365461848
12.0,67,0,3.67,0,0,0,0,20,3,0,32,50,238,4.008403361344538,0,1,13.2,46,Slow,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
5.68,5,0,4.5,0,0,0,0,50,2,0,109,50,160,4.5125,1,8,6.248,52,Slow,0.5,0.5,0.0,0.0,0.0
11.0,10,1,4.0,0,0,0,0,50,2,0,32,50,546,4.014652014652015,0,2,12.1,4,Slow,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333
17.0,15,0,4.16,1,0,1,0,50,5,0,52,50,12881,4.35261237481562,1,2,18.700000000000003,24,Hot,0.5861842105263158,0.18585526315789475,0.10921052631578948,0.040460526315789475,0.07828947368421052
7.0,43,0,3.71,0,0,0,0,9,2,0,40,50,9078,3.878166997135933,0,2,7.700000000000001,52,Slow,0.47619047619047616,0.23809523809523808,0.0,0.09523809523809523,0.19047619047619047
12.0,85,1,4.75,0,0,0,0,18,3,0,35,50,57,4.175438596491228,0,2,13.2,24,Slow,0.75,0.25,0.0,0.0,0.0
7.0,6,0,5.0,0,0,0,0,50,2,0,41,50,9703,3.9707307018447904,0,2,7.700000000000001,4,Slow,1.0,0.0,0.0,0.0,0.0
7.0,33,0,3.0,0,0,0,0,50,2,0,41,50,25222,4.001546269130125,0,2,7.700000000000001,11,Slow,0.0,0.5,0.0,0.5,0.0
11.0,59,0,4.11,0,0,0,0,50,2,0,41,50,6715,4.057185405807893,1,3,12.1,69,Stable,0.5555555555555556,0.17777777777777778,0.14074074074074075,0.07407407407407407,0.05185185185185185
12.0,43,0,3.59,0,0,0,0,50,3,0,42,50,3237,3.948409020698177,0,3,13.2,32,Slow,0.25925925925925924,0.3333333333333333,0.25925925925925924,0.037037037037037035,0.1111111111111111
13.0,51,0,3.61,0,0,0,0,50,3,0,43,50,17244,3.9464161447459984,0,2,14.3,69,Stable,0.4645669291338583,0.12598425196850394,0.15748031496062992,0.05511811023622047,0.1968503937007874
2.72,9,0,5.0,0,0,0,0,1,1,0,33,50,378,3.5978835978835977,0,1,2.9920000000000004,43,Slow,nan,nan,nan,nan,nan
6.0,6,1,3.99,0,0,0,0,50,2,0,33,50,16013,4.108849060138637,0,4,6.6000000000000005,24,Hot,0.505625,0.20125,0.14875,0.0625,0.081875
9.0,56,1,4.03,0,0,0,0,3,3,0,19,50,49,3.7142857142857135,0,8,9.9,47,Slow,0.5666666666666667,0.2,0.06666666666666667,0.03333333333333333,0.13333333333333333
5.0,5,0,5.0,0,0,0,0,5,2,0,47,50,4,3.75,0,1,5.5,69,Slow,1.0,0.0,0.0,0.0,0.0
5.86,5,0,3.73,0,0,0,0,6,1,0,30,50,9308,3.993016759776536,0,1,6.446000000000001,60,Stable,0.47333333333333333,0.15333333333333332,0.15333333333333332,0.07333333333333333,0.14666666666666667
2.0,2,1,3.99,0,0,0,0,1,1,0,23,50,12309,4.045170200666179,1,2,2.2,24,Hot,0.5306122448979592,0.1836734693877551,0.12244897959183673,0.06836734693877551,0.09489795918367347
7.0,6,0,4.38,1,0,1,0,8,2,0,41,50,130598,3.946790915634237,0,1,7.700000000000001,25,Stable,0.6566265060240963,0.178714859437751,0.09437751004016064,0.0321285140562249,0.03815261044176707
5.66,6,0,3.08,0,0,0,0,50,2,0,35,50,2782,4.06901509705248,0,2,6.226000000000001,4,Slow,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.3076923076923077
13.0,17,0,4.11,0,0,0,0,6,3,0,43,50,4571,3.910741632028002,0,1,14.3,46,Stable,0.5681818181818182,0.1893939393939394,0.1111111111111111,0.04419191919191919,0.08712121212121213
8.0,7,1,3.6,0,0,0,0,27,3,0,28,50,88193,4.080890773644167,1,4,8.8,69,Stable,0.39872408293460926,0.19218500797448165,0.16507177033492823,0.10047846889952153,0.14354066985645933
